newIndex,A_adcl,B_adcl,C_adcl,D_adcl,E_adcl
CC11CM47SCR28bf7d3e68b342e9831345e39bc93945,5e-06,7.000000000000002e-06,0.208849,0.150697,0.226843
CC11CM19SCR72aad734c24641139ae704844bebabab,7.000000000000002e-06,0.137668,0.021522,0.155496,0.204297
CC11CM4SCR2251497d607943e7a535fe800247c0b0,9e-06,8e-06,0.145968,0.325784,0.297615
CC11CM88SCR48eecce6e2274109a56acabaad7cb610,1e-06,6e-06,8e-06,0.130732,0.241839
CC11CM81SCR1ff3306d26154d379bfe7f7cdde3d5c0,6e-06,8e-06,0.126823,0.248579,0.276591
CC11CM97SCRdc298b6cee1e420bbce63527fa26e5a4,5e-06,8e-06,0.091736,0.070441,0.248103
CC11CM94SCR321bdde1a9574f228b0168309bb80b1d,6e-06,6e-06,0.126958,0.266426,0.047586
CC11CM80SCR4a31433789ab470cadbd907bd9d3f188,9e-06,1e-05,0.056078,0.181929,0.258792
CC11CM36SCR3d01039429874400a8f327b01ff5bed2,6e-06,5e-06,0.182865,0.042875,0.215547
CC11CM81SCR5dd6fe561a7b4e47aa5516750954f830,9e-06,8e-06,6e-06,0.065152,8e-06
CC11CM96SCR8af4987c5ce643be876a8fab9ac3f3eb,5e-06,7.000000000000002e-06,0.02077,0.082565,0.233799
CC11CM31SCRfd73b3fce77942a99d9e5abbd60be416,0.024695,0.012508,0.032496,0.017619,0.062825
CC11CM45SCRb869f10834c342439f55843a51588381,7.000000000000002e-06,0.046657,0.091573,0.060259,0.240446
CC11CM86SCRff60803e674343d5b63d4a8d9ef98c5f,6e-06,1e-05,9e-06,8e-06,0.063875
CC11CM30SCRc8c13e3727f14010b81e479bb88c500e,1e-05,0.072351,6e-06,0.164184,0.121293
CC11CM69SCRa1376a3e8a66493b96a0e82986ac11d4,6e-06,0.061876,0.087561,0.037073,0.250521
CC11CM3SCR3acda85298fa4384b57b1596c1367fea,9e-06,0.226395,0.14928699999999998,0.07384500000000001,0.031018
CC11CM74SCR393d40f2baa04b01b240808770f1fdbe,7.000000000000002e-06,5e-06,6e-06,0.08387,0.229738
CC11CM55SCR0c7195281e0b4c9cb8489c28c78fdddd,0.030742,0.027593,0.055167,0.178516,0.25757
CC11CM57SCR3586fbcdc8d845cdb70df20707deb460,0.026077,0.018251,0.034866,0.039831,0.068203
CC11CM62SCR42bea18070d14b13a78defe830ed6ad8,6e-06,6e-06,6e-06,5e-06,0.259624
CC11CM70SCR946bc9ed1cd340e5825cd1ee383e1302,0.202619,0.21652800000000005,0.242037,0.091285,0.079739
CC11CM75SCRec3915b8108b4e45adb34aff76f9e523,1e-06,1e-06,1e-05,0.01707,0.06067
CC11CM90SCR002f6cd03d5c45a093d903eaca798431,6e-06,1e-05,0.249521,0.277821,0.21667600000000006
CC11CM76SCR85c76d67844b44ed85719d2c6c56a7f6,1e-06,0.085214,0.16792200000000002,0.102122,0.07092799999999999
CC11CM1SCR5b79a07990e445a592f08ced1ad285c1,0.027897,0.091956,0.077025,0.165726,0.268592
CC11CM75SCR7dc31274cf9742cd93c7b97c719e245d,5e-06,0.046834,0.046306,0.041919,0.15676500000000002
CC11CM63SCRb3b2cf9d10e749ad8ec8a62e0488c3a6,0.246124,0.207803,0.168222,0.027624,0.247199
CC11CM65SCRcb81d42999ce46da8d9cdc1466effbc6,0.342037,0.335845,0.423144,0.189272,0.145885
CC11CM91SCRa857526e6d7140358cf72661bd5b087c,0.008052,5e-06,0.008786,0.082412,0.232989
CC11CM84SCR2cf9b2b84e334148a5c120b27e379530,5e-06,5e-06,0.051977,0.033796,0.078194
CC11CM2SCR75fdbafd839f4be78e5f28c08fe5e5de,6e-06,5e-06,0.033421,0.028030000000000003,0.235805
CC11CM18SCRc1c5cc8c025b480b8048f074098136b7,9e-06,6e-06,0.02095,0.149008,0.028882
CC11CM14SCRef70d920d7ec4c6faff83990cc02101f,1e-05,0.119993,0.3657510000000001,0.138466,0.105475
CC11CM52SCR2bb68d6984b8473f8687adbcf7c142f4,9e-06,9e-06,5e-06,0.30204200000000003,0.292925
CC11CM76SCR7db841ad150c46f0be241135fdc65a28,8e-06,8e-06,0.111029,0.289406,0.084972
CC11CM96SCRa3f2abcdc7414b0e951ef4eef1ebe5fd,6e-06,9e-06,0.141798,0.120516,0.260624
CC11CM86SCR3cf1e8cda3304cf1be0b07e330f08628,6e-06,0.142869,0.172726,0.112628,0.075883
CC11CM53SCR9828b7e98f1b4ecebfc8b80d2f7aa51b,6e-06,6e-06,7.000000000000002e-06,0.07395,0.052237
CC11CM72SCR0308cf8bd03a48599ee18757e3790a82,0.19412,0.097577,0.17946700000000002,0.287096,0.215959
CC11CM86SCR3e7de9452c55400a85b24b3144d7f1e5,0.089153,0.13915999999999998,0.221452,0.242771,0.089507
CC11CM11SCR1c342dc8f55e461ba8e08d11e3b996b0,0.009345,0.005443,0.144309,0.120665,0.071161
CC11CM6SCR97032fbb4c9e43b6805f8f1c0ae2d95c,9e-06,6e-06,0.132091,0.131976,0.040599
CC11CM14SCR9a8b15e298b74f7fae50b657324af96f,1e-06,1e-06,6e-06,0.038324,0.07861900000000001
CC11CM72SCR261c20929a224584adbb69b13aab6fc6,1e-06,6e-06,8e-06,0.130732,0.241839
CC11CM32SCR5146ef5484af476eaae26019bf7478db,6e-06,5e-06,0.033421,0.028030000000000003,0.235805
CC11CM27SCR91136bd84818454fafe6b6afd6675614,9e-06,0.053624,0.104113,0.157021,0.257075
CC11CM91SCR6e8e9ea18e3348ed937970ef36e91654,5e-06,9e-06,0.128615,0.105837,0.258519
CC11CM37SCRa06cc79c1806463a907513fe3018c299,9e-06,6e-06,0.198282,0.151948,0.096573
CC11CM34SCR90733454d4d94ae48c76b40b8a0846d3,1e-05,0.072351,6e-06,0.164184,0.121293
CC11CM88SCR4037d96620ef4590bc6e22a9fc72cb9b,0.19412,0.097577,0.17946700000000002,0.287096,0.215959
CC11CM66SCR50591fd01be143d0a1a5bae82485455c,0.19412,0.097577,0.17946700000000002,0.287096,0.215959
CC11CM5SCRb7be9276b0a54d3f83f10ef7002606bf,0.044247,0.034421,0.161421,0.208941,0.043593
CC11CM23SCRdf6b74f6e99e416ebbbc70f221e0fa7c,9e-06,0.01994,5e-06,0.034414,0.055699
CC11CM40SCR99e0c9a728b04e0c9d4ce9575f4350bd,9e-06,7.000000000000002e-06,0.306925,0.245826,0.218715
CC11CM21SCR1615af02ff41470f84ee64a98ecd49d5,5e-06,8e-06,0.032571,0.129725,0.025238
CC11CM2SCR8ad140f68269463fbe35576704a5fe90,5e-06,9e-06,0.128615,0.105837,0.258519
CC11CM26SCR98b0e3f16ef4461c80f20a1642c3aee9,0.105312,0.082728,6e-06,0.170778,0.14815
CC11CM16SCRa187e6986ed349d4894083712c0c96e7,1e-06,9e-06,8e-06,0.017225999999999998,0.060698
CC11CM12SCR35dfe44bdb7046d1875f49b85ab965c7,8e-06,8e-06,0.111029,0.289406,0.084972
CC11CM14SCRb5858a63e2cb458f95cabe91767ceea0,8e-06,7.000000000000002e-06,0.195215,0.059999,0.163701
CC11CM33SCRedbbc8ca4c97437c8e502dd3c74a96e7,0.098563,0.055435000000000005,0.181551,0.034539999999999994,0.17937
CC11CM15SCR1071530a41c94067aaf29c37fec2f016,6e-06,0.153687,0.279387,0.184877,0.093491
CC11CM78SCR33c301ca33494c24900da01a9092bef3,5e-06,8e-06,0.091736,0.070441,0.248103
CC11CM34SCR423517ac70874855a52638f6d7b2434f,6e-06,0.061876,0.087561,0.037073,0.250521
CC11CM26SCRbac451135338410987823f64ea7c9a66,5e-06,9e-06,0.097792,0.180582,0.11337
CC11CM16SCR130104c66c084dfd84676fce5fa7c71b,0.025239,0.052343,0.107564,0.164377,0.252809
CC11CM66SCR31c5cb2e659747b68bab0a31d7a325a4,8e-06,0.026209,0.112771,0.065302,0.099154
CC11CM26SCRe27a43df42bc4f26b07828c35fce873f,0.19412,0.097577,0.17946700000000002,0.287096,0.215959
CC11CM68SCR338528441141470d8d1933404e875e72,0.026077,0.018251,0.034866,0.039831,0.068203
CC11CM14SCR1fba1417bfed4432ac287528b862c530,9e-06,7.000000000000002e-06,0.293762,0.184704,0.117428
CC11CM87SCRf23bc3c0892c4ee38f763f9ec024dbdb,0.035558,0.23853,0.132603,0.121548,0.031919
CC11CM56SCR08d854ebfdf645a3acec8e42a1fa1c87,9e-06,8e-06,6e-06,0.24362,0.108675
CC11CM40SCRadf3136743424eb0a8b310077fc41b1e,1e-06,1e-06,7.000000000000002e-06,0.072536,0.023366
CC11CM60SCRdcce1b50e5294c20830affa112c81b20,8e-06,6e-06,0.32871500000000003,0.050106,0.112804
CC11CM64SCR2caf9bb9c8124bc794305c6f7e99bca1,8e-06,5e-06,0.092836,0.05711,0.065988
CC11CM13SCR2e92d10affa447748d97c5a3d851daf0,5e-06,0.099829,0.099757,0.130492,0.271933
CC11CM17SCR764ec6436f80402e882d78d504c3f932,5e-06,1e-06,0.026907,0.017013,0.055315
CC11CM84SCRd2480cca63af44b7bef92a5cd1cb2833,5e-06,7.000000000000002e-06,0.009239,8e-06,0.193083
CC11CM91SCR7600d3cec8ff43bf8ba929734f0068a2,9e-06,8e-06,6e-06,0.24362,0.108675
CC11CM46SCR7b6f157b47254f0797abcfbb73ccea70,7.000000000000002e-06,0.049378,0.023763,0.058844000000000014,0.248212
CC11CM53SCRf63876449f014a6dac8431b7aea24320,5e-06,0.177869,0.104898,0.114668,0.0617
CC11CM27SCR1ed9a82e0134492da10e153c8b2ba2be,5e-06,5e-06,9e-06,0.26221500000000003,0.13111099999999998
CC11CM81SCRaa3dcd579ecb4c10b4c5e410b7e40f52,7.000000000000002e-06,0.061038,0.019634,0.068713,0.168754
CC11CM90SCR8bc5f422e73b49ad97e6226237a22781,0.08213200000000001,0.052926,0.235087,0.173333,0.081847
CC11CM12SCR5b7af5eb4cae4fd2812da6a6f96bed78,8e-06,0.32805500000000004,0.254203,0.187593,0.105525
CC11CM22SCR7b14d94eebfa414d83c45bf6db6a8de4,1e-05,8e-06,0.167052,0.277359,0.074396
CC11CM29SCR9043e7ec413c44ed824ef19b393cd0b5,0.033444,6e-06,8e-06,8e-06,0.105417
CC11CM45SCRe7d1ffc2601b43d9a929347e42efca3c,8e-06,7.000000000000002e-06,0.4173770000000001,0.260261,0.077674
CC11CM46SCR887256ec2ccb4273b5037185b40116c7,0.014439,0.087199,0.153383,0.08011499999999999,0.070497
CC11CM17SCR670d3317eed34b79a8d46b164980213a,0.093214,0.139596,0.221419,0.243816,0.090336
CC11CM93SCRaf03cd8c1eef4390bd595972437d5bf8,1e-06,1e-06,1e-05,0.01707,0.06067
CC11CM41SCR7f8903ab6bdc4c758d3744926e3027c9,7.000000000000002e-06,8e-06,0.1792,0.089878,0.123541
CC11CM8SCRdc82956ed4e44285b4c2ceb9a8203767,9e-06,8e-06,0.06643500000000001,0.180515,0.254178
CC11CM78SCR94f47dd3e6754537bc75d1979ecc3096,6e-06,1e-05,0.249521,0.277821,0.21667600000000006
CC11CM73SCR0ce83171d1f941a7bfcc2ebd2bd3d811,6e-06,1e-05,0.249521,0.277821,0.21667600000000006
CC11CM87SCR03df9f0c33554919bebbc530304f3e0f,8e-06,0.32805500000000004,0.254203,0.187593,0.105525
CC11CM31SCRa7f5c48b965d4ada9b9472694501a6ce,6e-06,0.061876,0.087561,0.037073,0.250521
CC11CM83SCR5d05e1f9dfb9457c8844de8635beb843,1e-06,5e-06,0.06376699999999999,0.045911,0.075324
CC11CM22SCR87695336dd864c0f94ef09d1aabf8b5b,7.000000000000002e-06,5e-06,0.082947,0.057716,0.066442
CC11CM50SCRcef10efa5efa43c79a17485e216d9b41,6e-06,0.271108,0.225935,0.136714,0.173431
CC11CM21SCR1ab00d89a6844c4d910b024d7b86c3dd,0.004484,0.004826,1e-05,0.109456,0.032406
CC11CM59SCRf9fb2fd39c15428e802df9976a3c09bd,6e-06,0.068897,0.13889400000000002,0.13003299999999998,0.262889
CC11CM75SCR528184dd417a4c61842c7e457cf9373b,0.059886,0.050383,0.022114,0.024616,0.216672
CC11CM64SCRddcc9b83db3a48ac98759c80cdc04211,1e-06,1e-06,1e-05,0.01707,0.06067
CC11CM48SCRde93dce303734cbdbdda87fb18bfe565,8e-06,5e-06,0.026522000000000004,0.066964,0.028746
CC11CM22SCRd24523d71dae467d8896cb269700346b,7.000000000000002e-06,0.061038,0.019634,0.068713,0.168754
CC11CM88SCR05f81ac3085547ff8994d5f7e45fc4ec,0.079959,0.104432,0.072774,0.128631,0.113358
CC11CM66SCR3bc86d7c7d664a7c80c45b7986dc572f,5e-06,5e-06,0.052539,0.034234,0.077447
CC11CM90SCR9e1e16ed8ae548aaa43665036cced132,0.079959,0.104432,0.072774,0.128631,0.113358
CC11CM36SCR28a246dcf22c4a70bd27fbddf3afccaf,9e-06,0.241491,0.319576,0.242551,0.166767
CC11CM75SCR26a227f4ab3f488a9a76343e7d07df6c,8e-06,0.112065,0.070325,0.078696,0.033437
CC11CM38SCR797761d1592a42e399596b957e297ced,1e-05,0.072351,6e-06,0.164184,0.121293
CC11CM4SCR5e95f721ebb64ca6bcbff1f37ebd75e2,0.058454,0.13404100000000002,0.08960800000000001,0.028571,0.27581100000000003
CC11CM23SCRb8b5c19c33584d8eaf35b36b70365e19,5e-06,0.177869,0.104898,0.114668,0.0617
CC11CM78SCR5d53bd7e362944629b7bda77a360a27c,7.000000000000002e-06,5e-06,6e-06,0.122907,0.096185
CC11CM75SCReae6830416954491af3594676a1c31c5,0.05316,0.149998,0.097881,0.112167,0.065455
CC11CM40SCRbbe3cf5b10564e2ea116938499760e92,8e-06,7.000000000000002e-06,6e-06,6e-06,0.222377
CC11CM55SCRcecc749e6f894068ab544dd3232343b4,6e-06,9e-06,0.141798,0.120516,0.260624
CC11CM15SCR9d64b0e4abf54d94bb03a6468dfd3da9,7.000000000000002e-06,0.177225,0.264144,0.200001,0.286924
CC11CM50SCR7a642ef0ff7242209432103d0792d6a0,8e-06,7.000000000000002e-06,8e-06,0.143204,0.026731
CC11CM15SCR15e41239174747e2aef951add6dc6a94,6e-06,6e-06,6e-06,8e-06,0.2597
CC11CM93SCR58dce67ad7944dfc88d4ebcd0662d69c,9e-06,1e-05,0.21874,0.198498,0.294593
CC11CM62SCRca78f15d52464bcf86b111579d7eb787,7.000000000000002e-06,6e-06,8e-06,0.123029,0.04854
CC11CM30SCR2692776e1a4d4ba7ad1cac1da0ce4773,9e-06,8e-06,0.06643500000000001,0.180515,0.254178
CC11CM49SCR33d18c31b5604269bd3ae4e48091328c,0.141714,0.150463,0.097512,0.157631,0.26361100000000004
CC11CM66SCR7770b7d527c64914ac1de1db0aadb78d,5e-06,9e-06,0.128615,0.105837,0.258519
CC11CM10SCR38894fb9e7bf405d9163a14bfd5daae3,5e-06,6e-06,0.029835000000000007,0.044254,0.050573
CC11CM17SCR9fe6d5d964a74833aaf5ecf0ac2d2f77,9e-06,7.000000000000002e-06,0.293762,0.184704,0.117428
CC11CM66SCR19b7f9a33f6546b381893b5205c652b8,0.05316,0.149998,0.097881,0.112167,0.065455
CC11CM43SCRe4f4042117634ce5a846e44a43be03d8,5e-06,0.019912,0.019466,0.126549,0.029547000000000007
CC11CM93SCR0cf861288ef64770aeeddafb8be7ac6b,7.000000000000002e-06,7.000000000000002e-06,0.135012,0.16428099999999998,0.274672
CC11CM47SCRab46312f92764b009cfd15bc3651ea5b,8e-06,8e-06,0.111029,0.289406,0.084972
CC11CM39SCRe55018a89af64f58829efc26aec694ef,8e-06,0.0559,0.044166,0.26116300000000003,0.120501
CC11CM39SCRe88a6ef2a0454af3a559764ef80e5c7c,0.011133,0.06763200000000001,0.057731,0.068071,0.245125
CC11CM26SCRf2e9c2ac77024f55b4c025ea5d2f96fb,8e-06,0.112065,0.070325,0.078696,0.033437
CC11CM48SCRe3f6d6e2ba6e4e8bad84e8a434c57a5f,6e-06,8e-06,9e-06,0.120402,0.090012
CC11CM77SCR55629ccdcf164f6683bac52896f6df64,0.19412,0.097577,0.17946700000000002,0.287096,0.215959
CC11CM98SCR3e25df49b43f42e4910024b88277415f,5e-06,9e-06,0.128615,0.105837,0.258519
CC11CM49SCR6f9ca945b58f46e28db2953a180356b1,7.000000000000002e-06,7.000000000000002e-06,9e-06,0.12047,0.09
CC11CM67SCR416fdb4145c844589b2c2ef9ae2427ef,8e-06,8e-06,0.032732,0.138729,0.030171
CC11CM89SCRa0af5f0d0d67473099188e561807309a,5e-06,7.000000000000002e-06,0.02077,0.082565,0.233799
CC11CM4SCRcaa816c6aefb47ac9a0a0a626d94e68d,6e-06,0.153687,0.279387,0.184877,0.093491
CC11CM20SCR47f26054b2c3400e8e204d0313826716,0.246124,0.207803,0.168222,0.027624,0.247199
CC11CM39SCR854f463801d54f818d418a836f2d28fd,6e-06,6e-06,0.187983,0.14843900000000002,0.122981
CC11CM65SCRedd11f94bfcb46efadf6c64609cefb86,1e-05,0.073918,0.036449,0.14033900000000002,0.23034
CC11CM23SCR741a5e4791d24d6eaafe322005622eef,6e-06,0.312035,0.232018,0.201773,0.19269
CC11CM32SCRfc9b80d9bcaa40ae9ad195cc7228d7f2,7.000000000000002e-06,8e-06,0.142476,0.124142,0.018594
CC11CM21SCR6dd239290d9747dfbac9df7f464c366d,9e-06,8e-06,8e-06,6e-06,0.226023
CC11CM17SCR8c1ebe766e7e4daf8b395c6b1b4a6e00,0.009345,0.005443,0.144309,0.120665,0.071161
CC11CM82SCR68f67882436d4ebca497f2c803e21c78,1e-05,9e-06,0.128855,0.10113,0.258326
CC11CM80SCR2cbe8bdc936f4df3a54fd560d4ca0d63,1e-06,1e-06,1e-05,0.01707,0.06067
CC11CM69SCR272bec31e4014e678d1599ca0302cdee,9e-06,0.053624,0.104113,0.157021,0.257075
CC11CM11SCR544d26fe1fb7476eb71200f372458a71,6e-06,0.128751,0.186466,0.346746,0.08101599999999999
CC11CM63SCR7bcac4c6cce1458c9fd629b39d9e6ecc,0.093214,0.139596,0.221419,0.243816,0.090336
CC11CM9SCRf7b23248ba9d4f9a88161569d13bbd0e,6e-06,7.000000000000002e-06,0.01296,0.15791,0.19127
CC11CM58SCRe5617ed35c14469180c3f41e0099e018,0.039997000000000005,0.217362,0.301032,0.277839,0.148423
CC11CM49SCR5ca7e1ba09204d7dbd77fe9fe8a22b95,0.058454,0.13404100000000002,0.08960800000000001,0.028571,0.27581100000000003
CC11CM24SCReca10767bebc4acea8378fdd3ec1a4cf,0.059886,0.050383,0.022114,0.024616,0.216672
CC11CM69SCR909d07fb4558461197947e730b63759a,0.059886,0.050383,0.022114,0.024616,0.216672
CC11CM46SCRdcc90db5a33f42ada73852c99538a59c,0.322536,0.251795,0.277094,0.218651,0.287244
CC11CM53SCR17207dca5f344242a8bcc86629e82f36,0.002785,0.003979,0.009984,0.301324,0.264397
CC11CM45SCRa2a9cc85cca94e62926c97923bf9c0f7,7.000000000000002e-06,6e-06,0.126795,0.186934,0.267457
CC11CM15SCR64bba0ef16814cf6aded4bd4356b8e66,0.079959,0.104432,0.072774,0.128631,0.113358
CC11CM43SCRf834b308b39347b7ad32158c2ec34d3f,9e-06,1e-05,0.21874,0.198498,0.294593
CC11CM19SCReeb49f5eb2a94101b6767e4d77f3bb0f,9e-06,0.226395,0.14928699999999998,0.07384500000000001,0.031018
CC11CM55SCRa4e3614ffa0f4e44bfdec5dd79ebb57b,6e-06,7.000000000000002e-06,0.093275,0.127625,0.240097
CC11CM21SCR3ac541dcb9ea4870b5ec26a27e2bdd78,6e-06,0.312035,0.232018,0.201773,0.19269
CC11CM59SCRf0b44356860c461cba1ff93e66f1670a,0.080716,0.28551,0.239798,0.067381,0.203133
CC11CM64SCR127bfc28c59b448cbca12bc2a44cd89d,5e-06,0.019912,0.019466,0.126549,0.029547000000000007
CC11CM30SCRfa8aed15490a4cb59a999e7081ebd674,8e-06,0.048557,0.06117,0.138151,0.031848
CC11CM27SCR7198e77e3774479db7505c0425d13486,5e-06,5e-06,0.052539,0.034234,0.077447
CC11CM44SCR8328c737b14d4ee3af735b87c7ed87cc,0.052963,0.129368,0.119658,0.183879,0.248747
CC11CM13SCRc0fb8ceb646940949b929885a9faf189,0.026077,0.018251,0.034866,0.039831,0.068203
CC11CM27SCR52487071ec714476b02c106d39b3ed06,6e-06,0.312035,0.232018,0.201773,0.19269
CC11CM83SCR7503a26c91ba448098cdca9e0728bce0,9e-06,0.053624,0.104113,0.157021,0.257075
CC11CM76SCR10aba67386c4466aa83065b5a3762d84,6e-06,5e-06,0.101341,0.12707100000000002,0.12661
CC11CM69SCR4e097260fcb74be38542cd885b939c9e,9e-06,0.209597,0.300695,0.271366,0.160802
CC11CM92SCR364ff15fc60f49a2997a900ead04be4f,0.071906,0.058230999999999984,0.321765,0.335977,0.092968
CC11CM97SCR2d14491122864291a2b6e6a8a3acb0c0,0.246124,0.207803,0.168222,0.027624,0.247199
CC11CM12SCR430ade9c421a4b049c3f4793e504c269,0.19412,0.097577,0.17946700000000002,0.287096,0.215959
CC11CM3SCRdf0e9bf344f44e60ad6fdbdb6348a43e,9e-06,0.068096,0.091938,0.057682,0.078541
CC11CM55SCR416b60617cab4198b6e5d7c2b493b412,0.036123,0.003806,0.040241000000000006,0.125055,0.03511
CC11CM66SCR4b1f2e196b1d43708dd7c3afad3181a6,0.025239,0.052343,0.107564,0.164377,0.252809
CC11CM95SCR1e539c70ff524124837462d1d10992f0,6e-06,5e-06,0.058934,0.018298,0.071364
CC11CM2SCR3c79744aa6eb46f9ad6a1f8878d1f58d,1e-05,0.119993,0.3657510000000001,0.138466,0.105475
CC11CM37SCR568f9dffa1a741e995a850686aa974f3,7.000000000000002e-06,0.011622,7.000000000000002e-06,0.125399,0.040344
CC11CM64SCRd6613ba92dba466c89dc9f0b04cabd61,0.009345,0.005443,0.144309,0.120665,0.071161
CC11CM17SCR66d955a87822471687c2a61aab77b586,0.030742,0.027593,0.055167,0.178516,0.25757
CC11CM35SCRb84b040733e84f939e1f5144e4ebf8c2,8e-06,0.211817,0.32391,0.285484,0.152062
CC11CM3SCR38d780d8053b4d858b98dda203539194,9e-06,1e-05,0.21874,0.198498,0.294593
CC11CM77SCR7798485a8d8c403e98d74f8c043a9226,0.050151,7.000000000000002e-06,6e-06,0.115944,0.12881800000000002
CC11CM99SCR83763edc5c12433db5a8fd1f6fe37624,0.009345,0.005443,0.144309,0.120665,0.071161
CC11CM54SCR113748a680674a24b5625fde3ebb7b79,5e-06,0.159948,0.418953,0.30856500000000003,0.060922
CC11CM40SCR57640d508bf949aebbd4a819dd91e767,8e-06,0.211817,0.32391,0.285484,0.152062
CC11CM66SCR1fc04ae73ce842d4916c87ca2cb1daa7,0.342037,0.335845,0.423144,0.189272,0.145885
CC11CM51SCR1da9eba6d61546f4b27c5b576a9f11b8,9e-06,9e-06,0.009763,0.146421,0.233471
CC11CM99SCRf33046e20504402b9563ce26ae94d64e,1e-05,0.119993,0.3657510000000001,0.138466,0.105475
CC11CM71SCR058bf76aa882485c96980ca41e523c6e,8e-06,0.050041,0.078473,0.060738,0.148733
CC11CM50SCRd50205d4a3ab40c19bd243e117144dde,0.098563,0.055435000000000005,0.181551,0.034539999999999994,0.17937
CC11CM20SCRa5aefbed76ab44e29a3c97716acab564,9e-06,1e-05,0.21874,0.198498,0.294593
CC11CM45SCR52cc24af23f54f3d904b5adb4c70aa06,0.031776,0.213922,0.301372,0.28433,0.148556
CC11CM92SCR1743ec1da5b34b1885561a823f91cad8,6e-06,7.000000000000002e-06,0.03686,0.028347000000000008,0.24587
CC11CM91SCR3473fef703924f1782c3a776654e4d8a,6e-06,5e-06,0.101341,0.12707100000000002,0.12661
CC11CM45SCR6df62d6ec75d442faf1e07a78d675765,6e-06,0.011675,0.026239,0.14416199999999998,0.028753
CC11CM48SCR0666c29865074d7abd620f03d65981f6,7.000000000000002e-06,5e-06,6e-06,0.121126,0.096914
CC11CM79SCR3d3a0892ce4c490882a8eba0ba9ef1e3,9e-06,6e-06,0.198282,0.151948,0.096573
CC11CM15SCR1bd131976cd240c1ac828a1b581df171,8e-06,7.000000000000002e-06,0.128631,0.27867,0.230364
CC11CM87SCR2810b6b5a1154d4d9d67b656b53c8a4d,8e-06,7.000000000000002e-06,8e-06,0.143204,0.026731
CC11CM12SCR4b34d573aea940f493425d4957a02c49,0.216662,0.086454,0.099286,0.027239,0.161545
CC11CM7SCRf96a43666e39453998ff25e263240c28,0.241468,0.29280100000000003,0.281281,0.272597,0.077682
CC11CM14SCRaa85af057c4745e49360b0db4be09306,0.013787,0.146848,0.222472,0.258015,0.089245
CC11CM87SCR33e8281e942644ea8eda28dcbb5c9693,7.000000000000002e-06,6e-06,0.240063,0.304686,0.278679
CC11CM54SCRf49467f327f24165ac81465cf1392c5f,0.034814,0.223839,0.417536,0.252081,0.160378
CC11CM89SCR8b0165ab011e46899c88d9b882925cfd,0.0031550000000000003,7.000000000000002e-06,0.024893,0.06779500000000001,0.030273
CC11CM33SCR38d5b1a8cc6c4cb880de7df544128e0f,9e-06,9e-06,0.29093,0.187963,0.123916
CC11CM18SCRb18388b58e524fcb95f59659d3a59409,9e-06,1e-05,0.21874,0.198498,0.294593
CC11CM68SCR349eef6448854c0aa3e362f83c3cd4bb,6e-06,0.021693,0.171527,0.170461,0.148766
CC11CM48SCR9a29abd995ae4b39b0f6ee4c1bd766c3,1e-06,6e-06,8e-06,0.130732,0.241839
CC11CM4SCR0ba5aafeaa204c4589ccc487eeb3835c,1e-05,9e-06,0.128855,0.10113,0.258326
CC11CM71SCR8a923fdc974041cca3b40034d793880a,0.034814,0.223839,0.417536,0.252081,0.160378
CC11CM72SCRcaa2edb2b15e499d960ca56a207d24f0,0.025239,0.052343,0.107564,0.164377,0.252809
CC11CM63SCRd19dbe3dfde74c2a9f0e7eafc80b6523,1e-06,1e-06,1e-05,0.01707,0.06067
CC11CM63SCRd90329b4930d481b87454e9015b5aa9f,0.452194,0.483433,1e-05,0.05891900000000001,0.263259
CC11CM46SCR9f3dea0ee4604e46a72d40ef317748a3,7.000000000000002e-06,8e-06,8e-06,0.06703300000000001,0.239988
CC11CM7SCR65bfdea1fe554dd3bef50cdd3aeaf109,9e-06,8e-06,0.06643500000000001,0.180515,0.254178
CC11CM44SCRd2bc340fe92d45379b1c2c173a4df886,6e-06,1e-05,0.016687,0.038806,0.07662200000000001
CC11CM67SCR11ede676a14441ce8be3288e22fc2013,7.000000000000002e-06,0.177225,0.264144,0.200001,0.286924
CC11CM71SCR7d68ba3f8d664087925f0183a8d62c69,0.342037,0.335845,0.423144,0.189272,0.145885
CC11CM37SCR214133883da24039a000e8e43416101d,7.000000000000002e-06,5e-06,6e-06,0.121126,0.096914
CC11CM29SCR263757c42baf4f00871c65e3784c4047,1e-05,8e-06,0.113798,0.24852800000000005,0.27534200000000003
CC11CM37SCR01bf23e50d494e8a9a2b4db0203b15b6,8e-06,5e-06,8e-06,8e-06,0.194064
CC11CM37SCR852589e0cb9e44cf9198a2194c63e9e3,7.000000000000002e-06,0.061038,0.019634,0.068713,0.168754
CC11CM56SCRa6a05a8f8ba14c60be0f8daf5e4f3315,5e-06,9e-06,0.097792,0.180582,0.11337
CC11CM49SCR0480f8b1ce9248babaa1b1564b0b22fb,8e-06,0.056387,0.177335,0.299563,0.285071
CC11CM57SCRbe28b646f8854a159591a06c6fdb35a7,8e-06,7.000000000000002e-06,5e-06,0.045648,0.242753
CC11CM78SCR46ff1e1cfd234f3e9c7421c90f899944,9e-06,9e-06,5e-06,0.30204200000000003,0.292925
CC11CM82SCR868ae51ad26b463a91cd39b76ac2cafc,9e-06,0.106475,0.08895700000000001,0.131202,0.113358
