,reference,adcl_1,adcl_2,prichness,edpl_1,edpl_2,bcd,sensitivity,community
2,C,19.696969696969695,0.10411300000000001,65.15151515151516,0.201722,0.06903327499999999,0.0012193634922570418,2.26111,CC11CM19
3,D,3.0303030303030303,0.1336465,62.121212121212125,0.1399135,0.059724,0.03021685033771774,0.879448,CC11CM19
4,E,0.0,0.164566,56.06060606060606,0.101917,0.061358350000000006,0.0016672088484059858,0.251267,CC11CM19
0,A,73.21428571428571,0.068275,70.53571428571429,0.245842,0.061475199999999994,0.001822903406487092,3.3718800000000004,CC11CM20
1,B,42.857142857142854,0.069814,71.42857142857143,0.12752775,0.051479250000000004,0.001822903406487092,3.00156,CC11CM20
2,C,28.571428571428573,0.132581,64.28571428571429,0.279871,0.08702825,0.001822903406487092,2.1370400000000003,CC11CM20
3,D,5.357142857142857,0.14688900000000002,63.392857142857146,0.311693,0.05166285000000002,0.001822903406487092,0.871919,CC11CM20
4,E,0.0,0.19337700000000002,50.0,,0.0574669,0.0069192818686155295,0.226317,CC11CM20
0,A,70.49180327868852,0.0415695,72.1311475409836,0.315168,0.05432000000000002,0.0,3.40052,CC11CM21
1,B,42.622950819672134,0.091679,68.0327868852459,0.13089825,0.05740685,0.0,2.95021,CC11CM21
2,C,22.950819672131146,0.107564,56.557377049180324,0.24962250000000002,0.088841,0.0,2.09863,CC11CM21
3,D,3.278688524590164,0.13120199999999999,73.77049180327869,0.15312725,0.04328335,0.0,0.8483149999999999,CC11CM21
4,E,0.0,0.215959,52.459016393442624,0.10335325,0.06008010000000001,0.0,0.224185,CC11CM21
0,A,71.01449275362319,0.055708499999999994,73.91304347826087,0.138389,0.057028175,0.0066293657113898905,3.5612800000000004,CC11CM22
1,B,40.57971014492754,0.091956,65.94202898550725,0.20130800000000001,0.065444,0.0066293657113898905,3.09218,CC11CM22
2,C,13.043478260869565,0.098784,57.971014492753625,0.20722799999999997,0.08588849999999999,0.0066293657113898905,2.24034,CC11CM22
3,D,2.898550724637681,0.135518,63.04347826086956,0.19180775,0.07110287500000001,0.0066293657113898905,0.8477450000000001,CC11CM22
4,E,0.0,0.204297,47.10144927536232,,0.061936099999999994,0.03274409524011629,0.223018,CC11CM22
0,A,69.84126984126983,0.059324,65.07936507936508,0.108259,0.05519972500000001,0.0,3.62578,CC11CM23
1,B,44.44444444444444,0.058787,59.523809523809526,0.142237,0.08447255000000001,0.0,3.15347,CC11CM23
2,C,23.80952380952381,0.09391050000000001,65.87301587301587,0.201722,0.07275785,0.0,2.31397,CC11CM23
3,D,1.5873015873015872,0.1410005,60.317460317460316,0.3178335,0.0629197,0.0,0.902003,CC11CM23
4,E,1.5873015873015872,0.146342,52.38095238095238,0.101917,0.0562798,0.0,0.261133,CC11CM23
0,A,62.96296296296296,0.065448,68.51851851851852,0.250022,0.05649360000000001,0.0,3.48187,CC11CM24
1,B,38.888888888888886,0.07585800000000001,64.81481481481481,0.13085175,0.06656075,0.0,2.9121,CC11CM24
2,C,14.814814814814815,0.0805315,53.7037037037037,0.20722799999999997,0.08858045,0.0,2.0727900000000004,CC11CM24
3,D,5.555555555555555,0.14688900000000002,62.96296296296296,0.260702,0.06335444999999999,0.0,0.836074,CC11CM24
4,E,0.0,0.1823505,50.0,,0.0627186,0.010436775438994931,0.23585,CC11CM24
0,A,70.6896551724138,0.06385,66.37931034482759,0.250022,0.065675075,0.00042901795746593386,3.35314,CC11CM25
1,B,44.827586206896555,0.0847935,66.37931034482759,0.13085175,0.06984979999999999,0.00042901795746593386,2.96433,CC11CM25
2,C,17.24137931034483,0.1008125,55.172413793103445,0.29773550000000004,0.0670673,0.00042901795746593386,2.13947,CC11CM25
3,D,5.172413793103448,0.14033900000000002,70.6896551724138,0.401837,0.05579555000000001,0.008609326083374527,0.849799,CC11CM25
4,E,1.7241379310344827,0.21667600000000006,46.55172413793103,0.103832,0.0627186,0.03287177161659091,0.219496,CC11CM25
0,A,74.6268656716418,0.09826499999999999,70.14925373134328,0.3058385,0.052991800000000006,0.00800465121107985,3.51907,CC11CM26
1,B,49.25373134328358,0.1025595,68.65671641791045,0.13085175,0.04180545000000001,0.00800465121107985,3.02047,CC11CM26
2,C,23.880597014925375,0.124372,58.208955223880594,0.25866100000000003,0.0890997,0.00800465121107985,2.20076,CC11CM26
3,D,1.492537313432836,0.12984,65.67164179104478,0.11589325,0.044685,0.00800465121107985,0.89654,CC11CM26
4,E,0.0,0.154305,50.0,0.10335325,0.0566958,0.00800465121107985,0.227641,CC11CM26
0,A,75.38461538461539,0.06378249999999999,76.15384615384616,0.361655,0.06087210000000001,0.0,3.54191,CC11CM27
1,B,47.69230769230769,0.08557700000000001,72.3076923076923,0.13085175,0.06648155,0.0,3.05586,CC11CM27
2,C,23.076923076923077,0.11311500000000001,66.15384615384616,0.1535865,0.08274087499999999,0.0,2.19131,CC11CM27
3,D,4.615384615384615,0.141604,63.84615384615385,0.168843,0.09657505,0.0,0.894135,CC11CM27
4,E,1.5384615384615385,0.151691,50.76923076923077,0.101917,0.054170225,0.0,0.24475500000000006,CC11CM27
0,A,78.33333333333333,0.06385,70.0,0.361655,0.05705149999999999,0.0023358690259632875,3.50145,CC11CM28
1,B,55.0,0.085333,68.33333333333333,0.13085175,0.0720722,0.0023358690259632875,2.9889,CC11CM28
2,C,21.666666666666668,0.093275,65.83333333333333,0.222507,0.08093215000000001,0.0023358690259632875,2.1822,CC11CM28
3,D,8.333333333333334,0.128631,65.83333333333333,0.26765249999999996,0.080123,0.0023358690259632875,0.886843,CC11CM28
4,E,1.6666666666666667,0.19406400000000001,42.5,0.124277,0.05715459999999999,0.0023358690259632875,0.22799,CC11CM28
0,A,73.6842105263158,0.065881,73.6842105263158,0.138389,0.102006525,0.005981035740335521,3.32484,CC11CM29
1,B,40.35087719298246,0.0920415,68.42105263157895,0.24281100000000003,0.055436,0.005981035740335521,2.86248,CC11CM29
2,C,22.80701754385965,0.126824,61.40350877192982,0.23044275000000003,0.0650629,0.005981035740335521,2.11765,CC11CM29
3,D,1.7543859649122806,0.1302625,62.280701754385966,0.161107,0.05908825,0.007892429114294067,0.838894,CC11CM29
4,E,1.7543859649122806,0.187871,50.87719298245614,,0.0532122,0.007419156240543445,0.230918,CC11CM29
0,A,73.84615384615384,0.079026,74.61538461538461,0.3058385,0.059599625,0.0,3.55547,CC11CM30
1,B,47.69230769230769,0.1025595,76.92307692307692,0.13085175,0.0780545,0.0,3.08853,CC11CM30
2,C,16.923076923076923,0.128623,63.84615384615385,0.205698,0.09720435,0.0,2.21045,CC11CM30
3,D,3.076923076923077,0.13003299999999998,69.23076923076923,0.35805525,0.06808992500000001,0.0,0.851249,CC11CM30
4,E,1.5384615384615385,0.231499,46.15384615384615,0.101917,0.067163125,0.0,0.21203400000000006,CC11CM30
0,A,70.6896551724138,0.059886,69.82758620689656,0.13085650000000001,0.05757157499999999,0.0,3.59116,CC11CM31
1,B,50.0,0.076048,68.96551724137932,,0.06825039999999999,0.0,3.07226,CC11CM31
2,C,17.24137931034483,0.0986345,59.48275862068966,0.224242,0.0651027,0.0,2.12716,CC11CM31
3,D,3.4482758620689653,0.12881599999999999,60.3448275862069,0.260702,0.08405119999999999,0.0,0.880649,CC11CM31
4,E,1.7241379310344827,0.178779,51.724137931034484,0.126934,0.0634602,0.0017642207676970133,0.238683,CC11CM31
0,A,70.96774193548387,0.0608235,72.58064516129032,0.163308,0.061376799999999995,0.001739448869358235,3.45729,CC11CM32
1,B,41.935483870967744,0.065417,72.58064516129032,0.10500599999999999,0.0766455,0.001739448869358235,2.95548,CC11CM32
2,C,19.35483870967742,0.10682050000000001,55.645161290322584,0.15273499999999998,0.06845195000000001,0.001739448869358235,2.1093,CC11CM32
3,D,3.225806451612903,0.13300499999999998,75.0,0.24632800000000002,0.0416436,0.010455678798263885,0.8807940000000001,CC11CM32
4,E,0.0,0.2330845,49.193548387096776,0.101917,0.0669421,0.008985563672503355,0.210516,CC11CM32
0,A,74.57627118644068,0.079385,61.86440677966102,0.250022,0.0640454,0.0001955235400051453,3.30019,CC11CM33
1,B,49.152542372881356,0.10676749999999999,71.1864406779661,0.17235475,0.08372195000000002,0.0001955235400051453,2.8591900000000003,CC11CM33
2,C,22.033898305084747,0.1199615,59.32203389830509,0.212327,0.052952075,0.0001955235400051453,2.05785,CC11CM33
3,D,1.694915254237288,0.12668649999999998,68.64406779661017,0.14821199999999998,0.05179095,0.06804246060526142,0.8735360000000001,CC11CM33
4,E,0.0,0.21975,44.067796610169495,,0.0643395,0.0001955235400051453,0.224109,CC11CM33
0,A,75.86206896551724,0.055806999999999995,68.96551724137932,0.268681,0.0612956,0.010692788366246255,3.62049,CC11CM34
1,B,46.55172413793103,0.09864400000000001,68.96551724137932,0.20967449999999999,0.07468155000000001,0.010692788366246255,3.09135,CC11CM34
2,C,18.96551724137931,0.08960800000000001,65.51724137931035,0.21308074999999999,0.0900148,0.010692788366246255,2.23995,CC11CM34
3,D,3.4482758620689653,0.121806,65.51724137931035,0.19170625000000002,0.08019224999999999,0.010692788366246255,0.901659,CC11CM34
4,E,1.7241379310344827,0.152062,57.758620689655174,0.101917,0.0525585,0.010692788366246255,0.249913,CC11CM34
0,A,81.48148148148148,0.11746400000000001,68.51851851851852,0.268681,0.061475199999999994,0.0,3.66815,CC11CM35
1,B,50.0,0.11206500000000001,63.888888888888886,0.20967449999999999,0.0636454,0.0,3.09228,CC11CM35
2,C,20.37037037037037,0.126958,59.25925925925926,0.305737,0.084816,0.0,2.23962,CC11CM35
3,D,1.8518518518518519,0.139435,62.96296296296296,0.24360325,0.0509468,0.0,0.8460989999999999,CC11CM35
4,E,1.8518518518518519,0.12870499999999999,49.074074074074076,,0.0506546,0.0,0.254076,CC11CM35
0,A,71.9298245614035,0.07967199999999999,73.6842105263158,0.13085650000000001,0.05516470000000002,0.008075606704511379,3.2420400000000003,CC11CM36
1,B,47.36842105263158,0.0768755,73.6842105263158,0.284314,0.05341030000000002,0.008075606704511379,2.8737,CC11CM36
2,C,21.05263157894737,0.127861,62.280701754385966,0.23284675,0.06785934999999998,0.008075606704511379,2.03715,CC11CM36
3,D,3.508771929824561,0.14741600000000002,68.42105263157895,0.182844,0.051811224999999995,0.008075606704511379,0.816148,CC11CM36
4,E,1.7543859649122806,0.21667400000000003,53.50877192982456,,0.058695675,0.02480763570617668,0.230751,CC11CM36
0,A,73.13432835820896,0.06618,77.61194029850746,0.250022,0.05757157499999999,0.0,3.58954,CC11CM37
1,B,40.298507462686565,0.1010045,69.40298507462687,0.20967449999999999,0.06440565,0.0,3.02449,CC11CM37
2,C,19.402985074626866,0.0994265,61.19402985074627,0.25866100000000003,0.0828243,0.0,2.25641,CC11CM37
3,D,5.970149253731344,0.128631,61.940298507462686,0.15772,0.0652267,0.0,0.8779100000000001,CC11CM37
4,E,1.492537313432836,0.12715100000000001,54.47761194029851,,0.049116275,0.00020211002869962406,0.240424,CC11CM37
0,A,58.333333333333336,0.052962999999999996,71.66666666666667,0.13148925000000003,0.057812199999999994,0.0,3.28134,CC11CM38
1,B,36.666666666666664,0.0991395,64.16666666666667,0.11426125,0.057373099999999996,0.0,2.88726,CC11CM38
2,C,18.333333333333332,0.111267,57.5,0.156186,0.07193625,0.0,2.02956,CC11CM38
3,D,5.0,0.130732,70.0,0.14821199999999998,0.0696165,0.0,0.84534,CC11CM38
4,E,0.0,0.1862045,49.166666666666664,0.101917,0.058346125,0.0,0.221317,CC11CM38
0,A,72.22222222222223,0.05744700000000001,73.14814814814815,0.268681,0.0591619,0.0,3.50246,CC11CM39
1,B,48.148148148148145,0.0887295,77.77777777777777,0.13085175,0.06406709999999999,0.0,3.0878,CC11CM39
2,C,16.666666666666668,0.08895700000000001,64.81481481481481,0.29773550000000004,0.08109119999999999,0.0,2.24737,CC11CM39
3,D,5.555555555555555,0.14843900000000002,64.81481481481481,0.323088,0.055163649999999995,0.0,0.855973,CC11CM39
4,E,1.8518518518518519,0.21921999999999997,51.851851851851855,,0.05866030000000001,0.0,0.23036,CC11CM39
0,A,71.64179104477611,0.052962999999999996,77.61194029850746,0.13559125000000002,0.058559324999999995,0.0,3.50767,CC11CM40
1,B,41.791044776119406,0.093559,64.92537313432835,0.2448935,0.058491524999999996,0.0,3.02617,CC11CM40
2,C,20.895522388059703,0.117225,58.208955223880594,0.15273499999999998,0.0627813,0.0,2.12707,CC11CM40
3,D,2.985074626865672,0.141594,63.43283582089552,0.22179900000000002,0.0661154,0.0027869423553761354,0.853834,CC11CM40
4,E,1.492537313432836,0.19197999999999998,47.76119402985075,,0.062614275,0.026989023903964408,0.243749,CC11CM40
0,A,74.19354838709677,0.063624,66.93548387096774,0.27187775000000003,0.09385234999999999,0.009273840769903762,3.64064,CC11CM41
1,B,50.0,0.085499,66.12903225806451,0.19333374999999997,0.078691325,0.009273840769903762,3.15076,CC11CM41
2,C,19.35483870967742,0.09517400000000001,59.67741935483871,0.24962250000000002,0.06864115,0.009273840769903762,2.21181,CC11CM41
3,D,4.838709677419355,0.130492,62.903225806451616,0.206474,0.09937539999999999,0.06316816654017131,0.8685450000000001,CC11CM41
4,E,0.0,0.1737665,45.96774193548387,0.10335325,0.05885725,0.009273840769903762,0.235838,CC11CM41
0,A,69.35483870967742,0.079026,75.0,0.16637749999999998,0.08085329999999999,0.013066427029427868,3.5191,CC11CM42
1,B,37.096774193548384,0.110501,69.35483870967742,0.114978,0.07885065,0.013066427029427868,3.00298,CC11CM42
2,C,11.290322580645162,0.111029,60.483870967741936,0.1544605,0.07039837499999999,0.013066427029427868,2.18452,CC11CM42
3,D,1.6129032258064515,0.14741600000000002,75.0,0.10577124999999998,0.0431059,0.023330064063771624,0.8973559999999999,CC11CM42
4,E,0.0,0.19032549999999998,54.83870967741935,,0.0625795,0.023105890698183862,0.2289,CC11CM42
0,A,74.57627118644068,0.079959,72.88135593220339,0.3058385,0.04919455000000001,0.0,3.60746,CC11CM43
1,B,40.67796610169491,0.077655,66.10169491525424,0.150334,0.098594025,0.0,3.12712,CC11CM43
2,C,22.033898305084747,0.125221,58.47457627118644,0.224242,0.08195775,0.0,2.18152,CC11CM43
3,D,3.389830508474576,0.144742,62.71186440677966,0.260702,0.051288574999999996,0.0,0.924805,CC11CM43
4,E,0.0,0.160802,53.389830508474574,0.125343,0.0579438,0.0017475017004133313,0.237742,CC11CM43
0,A,79.36507936507937,0.069879,68.25396825396825,0.138389,0.055222725000000014,0.0,3.54106,CC11CM44
1,B,46.03174603174603,0.09815499999999999,66.66666666666667,0.2448935,0.065444,0.0,3.06619,CC11CM44
2,C,25.396825396825395,0.128234,66.66666666666667,0.1792165,0.060344600000000005,0.0,2.19066,CC11CM44
3,D,4.761904761904762,0.134482,65.07936507936508,0.18328499999999998,0.04871710000000001,0.0,0.869813,CC11CM44
4,E,0.0,0.173431,52.38095238095238,,0.060610625,0.02563138827116025,0.240293,CC11CM44
0,A,60.317460317460316,0.068275,69.84126984126983,0.250022,0.0485659,0.0,3.33252,CC11CM45
1,B,31.746031746031747,0.085333,68.25396825396825,0.1267615,0.06916425,0.0,2.76072,CC11CM45
2,C,11.11111111111111,0.1122075,65.07936507936508,0.20825,0.081524475,0.0,2.01573,CC11CM45
3,D,3.1746031746031744,0.13855499999999998,65.07936507936508,0.340914,0.067516775,0.0,0.820794,CC11CM45
4,E,1.5873015873015872,0.183817,42.06349206349206,0.11916575,0.062489,0.0,0.197253,CC11CM45
0,A,76.36363636363636,0.065881,69.0909090909091,0.222194,0.0948248,4.194279003439309e-05,3.4417800000000005,CC11CM46
1,B,40.0,0.072351,72.72727272727273,0.24699425000000003,0.078691325,4.194279003439309e-05,2.9710400000000003,CC11CM46
2,C,20.0,0.1154625,67.27272727272727,0.224242,0.08077310000000001,4.194279003439309e-05,2.11665,CC11CM46
3,D,5.454545454545454,0.129332,63.63636363636363,0.256206,0.09937539999999999,4.194279003439309e-05,0.871397,CC11CM46
4,E,1.8181818181818181,0.231499,45.45454545454545,0.10335325,0.067821475,0.0058958159746026395,0.206363,CC11CM46
0,A,76.36363636363636,0.141714,75.45454545454545,0.250022,0.070408925,0.020096368550946056,3.3469900000000004,CC11CM47
1,B,38.18181818181818,0.11682499999999998,71.81818181818181,0.1266685,0.05864140000000001,0.020096368550946056,2.89759,CC11CM47
2,C,16.363636363636363,0.107571,51.81818181818182,0.29773550000000004,0.08117944999999999,0.020096368550946056,2.00248,CC11CM47
