ncbi_tax_id,CC11CM0,CC11CM1,CC11CM10,CC11CM11,CC11CM12,CC11CM13,CC11CM14,CC11CM15,CC11CM16,CC11CM17,CC11CM18,CC11CM19,CC11CM2,CC11CM20,CC11CM21,CC11CM22,CC11CM23,CC11CM24,CC11CM25,CC11CM26,CC11CM27,CC11CM28,CC11CM29,CC11CM3,CC11CM30,CC11CM31,CC11CM32,CC11CM33,CC11CM34,CC11CM35,CC11CM36,CC11CM37,CC11CM38,CC11CM39,CC11CM4,CC11CM40,CC11CM41,CC11CM42,CC11CM43,CC11CM44,CC11CM45,CC11CM46,CC11CM47,CC11CM48,CC11CM49,CC11CM5,CC11CM50,CC11CM51,CC11CM52,CC11CM53,CC11CM54,CC11CM55,CC11CM56,CC11CM57,CC11CM58,CC11CM59,CC11CM6,CC11CM60,CC11CM61,CC11CM62,CC11CM63,CC11CM64,CC11CM65,CC11CM66,CC11CM67,CC11CM68,CC11CM69,CC11CM7,CC11CM70,CC11CM71,CC11CM72,CC11CM73,CC11CM74,CC11CM75,CC11CM76,CC11CM77,CC11CM78,CC11CM79,CC11CM8,CC11CM80,CC11CM81,CC11CM82,CC11CM83,CC11CM84,CC11CM85,CC11CM86,CC11CM87,CC11CM88,CC11CM89,CC11CM9,CC11CM90,CC11CM91,CC11CM92,CC11CM93,CC11CM94,CC11CM95,CC11CM96,CC11CM97,CC11CM98,CC11CM99
47678,,,,,,,,,,,,,,,,,,610.0,,,,,,,,642.0,,,,,,1297.0,,,,,,,4814.0,,,,,,,,,,,,,1824.0,,,,,,,,,,,,,,,,2535.0,,,,,,,660.0,,,,,32.0,,,,,15.0,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585394,,,,,,,,,,,,,,,,,,408.0,,,910.0,,,,,,,,,,,,,,,,,,287.0,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,,,,,,,,,,,,,,,,,,,,
764298,,,,,,,,,,,,,,,,,,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78448,,,,,,,,,,,,,,,,,,742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83338,,,,,,,,,,,,,,,,,,740.0,,,,938.0,,,,,,,,,,333.0,459.0,,,,,,,,,,,,,,,,,848.0,,,,,,,,,,,,,,,,,,,2552.0,,,,,,1877.0,,,,,457.0,,,1020.0,,,,,,,,,1172.0,,,,,,,,
29471,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,55.0,39.0,,,,,,,,,,,,,,,,,,
338188,,,,,,,,,,,,,,,,,,,3994.0,,,,,,6022.0,,2505.0,779.0,,,,,,,1642.0,,,,,,,4910.0,,,,,,,,,,,,,,,1311.0,,,,,955.0,,,,,,,,,,,,,,,,,,,,223.0,,,,,,,,,,,,,,,,,,
1463164,,,,,,,,,,,,,,,,,,,247.0,,93.0,,,,,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,62.0,,,130.0,,,,,,,,,,,,
431273,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0
626929,,,,,,,,,,,,,,,,,,,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,690.0,,,,,,,,,,
67829,,,,,,,,,,,,,,,,,,,20.0,,8.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,822.0,,,,,,,,,,,,,,,,,,,,,,,,487.0,,,,,,,,,,659.0,,358.0,90.0,,2352.0,,,,,,,,,,,,,,,,,,,,,87.0,,,,2332.0,,,,,,,,,,,,,,,,,
83340,,,,,,,,,,,,,,,,,,,3568.0,,,,,,,,,,,,,,,,1007.0,,,,,1678.0,,,,,,,,,,,,,,,,,2598.0,,,,,630.0,,661.0,,,435.0,,,,404.0,,,,,,2179.0,,,,,,,,,,3122.0,,,,974.0,3342.0,,,,,,,,
84029,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,,,,,,,,,,,,,,,,,,,,,,,,,
888743,,,,,,,,,,,,,,,,,,,1728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89152,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
1598,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,,,,,,,,,,,,,,,,,,,,403.0,,,,,,146.0,,,,,,,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,
45634,,,,,,,,,,,,,,,,,,,,1182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29389,,,,,,,,,,,,,,,,,,,,2649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319475,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360807,,,,,,,,,,,,,,,,,,,,457.0,367.0,633.0,,295.0,,,190.0,,,,637.0,36.0,,,,,,,1118.0,,,236.0,265.0,,,,,,,332.0,,,,,47.0,,,296.0,,186.0,,,,,,,,191.0,,,,,,,214.0,,,,,,,,197.0,373.0,,,1334.0,,,,,141.0,,,,312.0,,,197.0,
54005,,,,,,,,,,,,,,,,,,,,2.0,,,,,,4.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,32.0,,,,40.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,28.0,,,,
1680,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82348,,,,,,,,,,,,,,,,,,,,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,666.0,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0,,,,,,,,,,,
1033733,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,5.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,
1251,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1401070,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470357,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,12.0,,,,2.0,,,,,,,,18.0,,,13.0,,11.0,,,,,,,,,,,,5.0,,11.0,,,,,,,,,,24.0,,,,,,,,,,,
1580,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,,54.0,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,106.0,,,,
702447,,,,,,,,,,,,,,,,,,,,,987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.0,,,,79.0,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99675,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997874,,,,,,,,,,,,,,,,,,,,,781.0,902.0,,,,,,,,,,,,,,,,,,,,,,,,,,1813.0,,,,,,,,,,,,,,,,395.0,,,,,,,,,,,,,,,,,,117.0,,48.0,,,,,,,,,93.0,,,,,,,
997877,,,,,,,,,,,,,,,,,,,,,708.0,,,,,,,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.0,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437607,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,420.0,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,,,,,,,,,,,,,,,,,,,,,,1265.0,,,,,,,,,,,,,,,,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,,,,1652.0,,,,,,
158787,,,,,,,,,,,,,,,,,,,,,,338.0,,,38.0,,,,,,,,,,,,,57.0,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187326,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,18.0,25.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,26.0,,20.0,,,,,,12.0,,,,,,,,,,,,,,,,,
207559,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246144,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264636,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
28115,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.0,,,,,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,
28116,,,,,,,,,,,,,,,,,,,,,,1660.0,,,,,,,,,,,,866.0,,,,,872.0,,,,,,,,,664.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,1467.0,,,,,,,,,,,,,,,,,65.0,,,,,
553174,,,,,,,,,,,,,,,,,,,,,,6536.0,,,,,,,,,,,,,,,,,,,,,,,,,1306.0,,,,,,3185.0,,,,,,,,,,,,,,,,,,1334.0,,,,,,,,,,,,,,,,,,1871.0,,,,,,,,50.0,,,
671267,,,,,,,,,,,,,,,,,,,,,,561.0,3152.0,1079.0,,,1407.0,,,,,2024.0,,,,,,,707.0,,1180.0,1006.0,,,,,,,,2172.0,,,,,962.0,,2846.0,,1037.0,499.0,,,,,,,,,,,,,957.0,,,559.0,,,,63.0,,,,,,,,,,,,,,,12.0,,,64.0,198.0,
84025,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
907224,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006551,,,,,,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218495,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235786,,,,,,,,,,,,,,,,,,,,,,,535.0,,,,,,,,,,2365.0,,3021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
162289,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,
300182,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,
349741,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.0,,98.0,,,,,,,,680.0,,,,,578.0,,,,,,,,,,,,,,,323.0,,,,,,,,,,,,,,,,
38986,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,11.0,,,,,,1.0,,,,,,,,,,
762212,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,,,131.0,246.0,,,,,,
84026,,,,,,,,,,,,,,,,,,,,,,,990.0,,,,,,,,,213.0,,,,,,,,,,,,,,,1166.0,,,,,,,,,,,,,,,,,,,,,1037.0,,1132.0,,,,,,,,1229.0,,379.0,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,1943.0,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,,2207.0,241.0,,,,,,,,,,,,,,,,,,,,,,,1499.0,,,,,,,,262.0,,,,,1641.0,,,,,,,,,
1121108,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123298,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,704.0,,,,,,,,,,,,992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572876,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,690.0,,,,,,,,,,,,,,,,,,,253.0,,325.0,,,,,,,,,,,,260.0,,,,66.0,,,385.0,,,,,,,,,,425.0,,,,,,,,,,,,58.0,445.0,,,,,,,,,
246191,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351628,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525255,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,484.0,,,,,1253.0,,,704.0,,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0,,,,,,,,,,,,,,,,
759619,,,,,,,,,,,,,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.0,,,,,,,,,,,,,,,,,
1002367,,,,,,,,,,,,,,,,,,,,,,,,,1469.0,,,,4666.0,,,,,,,,,,,,,,,,,,,578.0,,,,1466.0,,,,,,2144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151415,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216362,,,,,,,,,,,,,,,,,,,,,,,,,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268240,,,,,,,,,,,,,,,,,,,,,,,,,1676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.0,,966.0,,472.0,,,,,,,,,,,,83.0,,,,,,,,,,,
69833,,,,,,,,,,,,,,,,,,,,,,,,,1031.0,,,,,,,428.0,,,,,,,,,,,1148.0,,1922.0,,,,,,,,,,130.0,,,,334.0,,,,,,,,,,,,,,1636.0,,,,,,,,,,,1565.0,1788.0,,,,,,,,,,,,,,,
706434,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,12.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,
747656,,,,,,,,,,,,,,,,,,,,,,,,,739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623.0,,,,,,,2667.0,,,,,,,,1728.0,,,,,,
78398,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907931,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229758,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,,,,,,,,
328812,,,,,,,,,,,,,,,,,,,,,,,,,,3532.0,,,,,,,,,,,,,,,,,,,,,,,,819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33036,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33905,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437897,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,130.0,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,
501496,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511691,,,,,,,,,,,,,,,,,,,,,,,,,,1624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796937,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997872,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,,,,,
1121438,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132926,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165758,,,,,,,,,,,,,,,,,,,,,,,,,,,848.0,,,,,,,,,,,,,227.0,,,,,,,,,1267.0,1857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254785,,,,,,,,,,,,,,,,,,,,,,,,,,,4401.0,,,,,687.0,,,,,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.0,,,,,,,,
29346,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,43.0,,,,,,,,,,,,,,,,,,,152.0,,,,,,,74.0,,,,,,,165.0,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,252.0,
299767,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,17.0,,,,,,,,,,
337306,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
435590,,,,,,,,,,,,,,,,,,,,,,,,,,,979.0,,,,,,,703.0,,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,
445974,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,
45634,,,,,,,,,,,,,,,,,,,,,,,,,,,1059.0,,,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387.0,,
48256,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0,,,,,,,,,,,,,58.0,329.0,,,,,,,,,,,,,,,,,,,,,,,189.0,,,,,,,,,,,,,274.0,,,1080.0,,,,,,,,,,,,,,,,,,,,
487215,,,,,,,,,,,,,,,,,,,,,,,,,,,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574930,,,,,,,,,,,,,,,,,,,,,,,,,,,3836.0,,,,,,,,2291.0,,,2726.0,,,,,799.0,,,,,,,,,,,,,,,,,,,,2371.0,,,,,,,3120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.0,,689.0
76123,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,,,,,,,,
997892,,,,,,,,,,,,,,,,,,,,,,,,,,,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073376,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.0,,,,,,915.0,,,,567.0,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,2079.0,882.0,,353.0,,,1771.0,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,
218491,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,
32018,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,
39777,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,69.0,,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,,,,,732.0,,,,,,,,,,,,,95.0,,,,,,,,,,319.0,148.0,,,,,,118.0,117.0,,,,
568816,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,186.0,,,,
61635,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,
61645,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,,
67824,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,21.0,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
