community,A,A_adcl,B,B_adcl,C,C_adcl,D,D_adcl,E,E_adcl,A_edpl,B_edpl,C_edpl,D_edpl,E_edpl,A_prichness,B_prichness,C_prichness,D_prichness,E_prichness,A_mindistl,B_mindistl,C_mindistl,D_mindistl,E_mindistl
CC11CM13,0.06349206349206349,0.4126984126984127,0.09523809523809523,0.5555555555555556,0.3333333333333333,0.7936507936507936,0.6825396825396826,0.9523809523809523,0.22580645161290322,1.0,0.6349206349206349,0.6349206349206349,0.7301587301587301,0.7777777777777778,0.6666666666666666,0.07936507936507936,0.12698412698412698,0.12698412698412698,0.15873015873015872,0.2698412698412698,0.06349206349206349,0.06349206349206349,0.1111111111111111,0.1746031746031746,0.31746031746031744
CC11CM14,0.04918032786885246,0.26229508196721313,0.13114754098360656,0.639344262295082,0.32786885245901637,0.8032786885245902,0.6885245901639344,0.9672131147540983,0.22950819672131148,0.9836065573770492,0.5901639344262295,0.6721311475409836,0.7704918032786885,0.8688524590163934,0.5573770491803278,0.11475409836065574,0.09836065573770492,0.13114754098360656,0.21311475409836064,0.2786885245901639,0.01639344262295082,0.16393442622950818,0.08196721311475409,0.13114754098360656,0.36065573770491804
CC11CM15,0.046153846153846156,0.2923076923076923,0.13846153846153847,0.5538461538461539,0.3384615384615385,0.8307692307692308,0.546875,0.9692307692307692,0.18461538461538463,1.0,0.5846153846153846,0.6,0.6615384615384615,0.7076923076923077,0.6923076923076923,0.15384615384615385,0.16923076923076924,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.015384615384615385,0.12307692307692308,0.13846153846153847,0.2,0.27692307692307694
CC11CM16,0.03076923076923077,0.2923076923076923,0.09230769230769231,0.6,0.2923076923076923,0.8,0.640625,0.9230769230769231,0.19047619047619047,1.0,0.5846153846153846,0.7076923076923077,0.7384615384615385,0.7384615384615385,0.6615384615384615,0.12307692307692308,0.12307692307692308,0.1076923076923077,0.15384615384615385,0.3230769230769231,0.0,0.07692307692307693,0.09230769230769231,0.18461538461538463,0.3076923076923077
CC11CM17,0.0,0.14285714285714285,0.07936507936507936,0.5396825396825397,0.2698412698412698,0.7301587301587301,0.6666666666666666,0.9682539682539683,0.23809523809523808,0.9841269841269841,0.5238095238095238,0.6507936507936508,0.6507936507936508,0.746031746031746,0.6507936507936508,0.1111111111111111,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.30158730158730157,0.0,0.09523809523809523,0.06349206349206349,0.15873015873015872,0.2698412698412698
CC11CM18,0.03508771929824561,0.3157894736842105,0.08771929824561403,0.5789473684210527,0.2631578947368421,0.8070175438596491,0.6140350877192983,0.9824561403508771,0.19642857142857142,1.0,0.5789473684210527,0.5789473684210527,0.7543859649122807,0.6491228070175439,0.7192982456140351,0.12280701754385964,0.12280701754385964,0.14035087719298245,0.19298245614035087,0.3508771929824561,0.03508771929824561,0.15789473684210525,0.07017543859649122,0.2807017543859649,0.2631578947368421
CC11CM19,0.07575757575757576,0.30303030303030304,0.15151515151515152,0.6212121212121212,0.25757575757575757,0.803030303030303,0.6307692307692307,0.9696969696969697,0.2,1.0,0.5606060606060606,0.696969696969697,0.7272727272727273,0.7878787878787878,0.6212121212121212,0.16666666666666666,0.19696969696969696,0.09090909090909091,0.15151515151515152,0.22727272727272727,0.030303030303030304,0.07575757575757576,0.07575757575757576,0.18181818181818182,0.3181818181818182
CC11CM20,0.08928571428571429,0.26785714285714285,0.10714285714285714,0.5714285714285714,0.35714285714285715,0.7142857142857143,0.6785714285714286,0.9464285714285714,0.22641509433962265,1.0,0.5535714285714286,0.6607142857142857,0.6607142857142857,0.7678571428571429,0.6607142857142857,0.16071428571428573,0.125,0.14285714285714285,0.16071428571428573,0.30357142857142855,0.0,0.10714285714285714,0.125,0.17857142857142858,0.3392857142857143
CC11CM21,0.04918032786885246,0.29508196721311475,0.11475409836065574,0.5737704918032787,0.3114754098360656,0.7704918032786885,0.6721311475409836,0.9672131147540983,0.2459016393442623,1.0,0.5901639344262295,0.6229508196721312,0.7377049180327869,0.7213114754098361,0.6065573770491803,0.11475409836065574,0.11475409836065574,0.11475409836065574,0.09836065573770492,0.2786885245901639,0.01639344262295082,0.11475409836065574,0.09836065573770492,0.2459016393442623,0.3114754098360656
CC11CM22,0.043478260869565216,0.2898550724637681,0.10144927536231885,0.5942028985507246,0.2898550724637681,0.8695652173913043,0.6231884057971014,0.9710144927536232,0.16417910447761194,1.0,0.5507246376811594,0.6231884057971014,0.7246376811594203,0.7971014492753623,0.6666666666666666,0.13043478260869565,0.14492753623188406,0.14492753623188406,0.15942028985507245,0.3188405797101449,0.014492753623188406,0.11594202898550725,0.10144927536231885,0.17391304347826086,0.2898550724637681
CC11CM23,0.015873015873015872,0.30158730158730157,0.09523809523809523,0.5555555555555556,0.2698412698412698,0.7619047619047619,0.6190476190476191,0.9841269841269841,0.2857142857142857,0.9841269841269841,0.5396825396825397,0.7142857142857143,0.6666666666666666,0.8095238095238095,0.6666666666666666,0.1746031746031746,0.19047619047619047,0.15873015873015872,0.19047619047619047,0.23809523809523808,0.0,0.047619047619047616,0.06349206349206349,0.1111111111111111,0.30158730158730157
CC11CM24,0.037037037037037035,0.37037037037037035,0.1111111111111111,0.6111111111111112,0.3148148148148148,0.8518518518518519,0.6481481481481481,0.9444444444444444,0.18867924528301888,1.0,0.5925925925925926,0.6111111111111112,0.7222222222222222,0.7777777777777778,0.6481481481481481,0.16666666666666666,0.2037037037037037,0.2037037037037037,0.14814814814814814,0.25925925925925924,0.037037037037037035,0.09259259259259259,0.07407407407407407,0.14814814814814814,0.3333333333333333
CC11CM25,0.034482758620689655,0.29310344827586204,0.05172413793103448,0.5517241379310345,0.22413793103448276,0.8275862068965517,0.6140350877192983,0.9482758620689655,0.2631578947368421,0.9827586206896551,0.6206896551724138,0.6724137931034483,0.7068965517241379,0.6551724137931034,0.6379310344827587,0.1896551724137931,0.20689655172413793,0.20689655172413793,0.13793103448275862,0.25862068965517243,0.017241379310344827,0.08620689655172414,0.05172413793103448,0.2413793103448276,0.3275862068965517
